2	194034267606.0	29.3324	9.328702876492635	15.1606
1	206882931823.0	30.213499999999996	4.300032587260061	15.7539
2	222194705371.0	31.382800000000003	0.7671342152496097	15.6896
2	393465158770.0	50.64840000000001	10.485369733707284	18.1189
2	598372305302.0	68.2226	16.471573689359897	20.0841
1	460787563328.0	53.1218	2.088101294004696	20.3174
1	384091953091.0	40.195299999999996	-7.147607217695162	20.3354
1	246394446404.0	26.4412	3.42772465711938	19.9865
1	312988020664.0	33.3475	4.823432390075721	21.1012
2	321847441261.0	33.6945	4.361827594930379	19.6822
2	632367050506.0	59.092200000000005	17.06313465663074	24.576
2	891822460110.0	73.78930000000001	19.056054803022484	32.3179
2	1460245520150.0	96.82070000000003	16.86820538674514	36.2548
2	937196956513.0	56.539100000000005	6.675624178574502	36.5397
2	1567569995008.0	87.5291	9.322317986018081	37.1005
2	2442695212304.0	103.53319999999998	27.92901965069896	35.6375
2	2831754027886.0	95.72340000000001	10.3757570512228	40.1193
2	2746710794172.0	86.40419999999997	-4.171995991804389	37.1895
2	1706562756813.0	53.10739999999999	18.50349541109404	44.0946
2	2952233897287.0	78.01960000000001	18.747606804879368	42.9394
2	2378712273551.0	56.252	5.361714676353491	46.0654
1	1953999411150.0	41.24379999999999	1.9303639093443792	47.7878
1	1391214782010.0	27.996100000000006	-16.72018652227819	40.5327
0	1423017659535.0	28.1704	12.683454749939195	43.4061
1	2416082162101.0	42.560300000000005	-13.447677386421642	36.1669
0	1011895642018.0	18.478	1.1719545554595978	35.5131
0	1358896775750.0	26.195300000000003	-18.911339059374697	27.0952
0	1484353274960.0	31.186899999999998	4.447636610183792	27.5079
0	1415899900333.0	27.154699999999995	-8.784504835545492	25.3889
0	848355269873.0	19.8744	-22.692775237931727	20.2653
0	1170271061140.0	27.4379	0.47965143872150673	20.4449
0	587820804122.0	15.384899999999998	-14.742924772120459	17.1843
0	660686701467.0	18.9117	-6.1875114983860335	16.2906
0	645104807747.0	19.725	-25.850519932413917	12.5119
0	951080207193.0	30.968	9.993868939566974	13.4766
2	1173198111295.0	35.97889999999999	-0.6668036486761175	12.9311
2	807715858404.0	22.372700000000002	11.82579074247878	14.1678
2	2128088369667.0	53.0922	5.303682523877318	14.8589
2	2038636630187.0	46.2557	17.15963034614989	17.8882
2	2334650759701.0	48.1985	4.59117573288661	22.9399
2	1876705794892.0	35.5863	5.215015597085082	24.3194
2	2543414197192.0	43.54799999999999	14.739291636228714	28.0224
1	3869486961201.0	44.84920000000001	17.94260745548517	31.4588
1	2743945323782.0	29.060799999999997	-24.21532888736798	24.5606
1	2181232274373.0	23.535	6.166688631583317	25.8351
2	1528250521601.0	13.9058	9.170877977106674	26.148
2	2724687242973.0	19.7148	7.050938125310169	27.6215
1	2322792229604.0	16.145100000000003	1.822922376795777	28.4922
1	2138035810718.0	14.273799999999998	-10.390431592948367	24.9875
1	952415641684.0	6.793	2.419077728761554	25.1729
1	1535126080553.0	10.9186	1.9484310712912123	23.8376
0	1858454004703.0	12.233200000000002	-8.316637309761731	17.7245
0	1310898821098.0	9.4288	-9.588066630479242	16.0818
1	872462779818.0	6.647900000000002	-7.579300059424565	14.9865
1	1220926567069.0	10.006599999999999	11.930068238479619	16.3746
1	1625275750266.0	12.350000000000001	1.1970666951101716	15.0209
2	1549059804419.0	10.5086	1.1155323044873322	15.0576
1	3079602731289.0	18.6003	15.138742882993238	16.1885
1	3291659652213.0	17.120399999999997	-7.189326100160864	15.1753
1	2012646543246.0	9.982199999999999	-0.27810142541325744	15.3368
1	1641526190935.0	8.716000000000001	-1.6543696322014134	15.3764
1	1636709146064.0	8.209	5.299872452793886	15.7984
1	2578974985625.0	12.5107	-0.5022597211534086	15.1124
1	1907675964266.0	9.998700000000001	-0.9482553218949086	14.237
1	1204923220571.0	6.4173	-5.987584892269071	13.4965
1	1217798856690.0	6.5845	1.4170316995584908	13.5748
1	1464336509277.0	7.5707	-2.3655681552017582	13.2894
0	1242273051681.0	6.937	-4.216005025438429	12.1194
1	754646891067.0	4.4592	-9.323705131699855	11.2501
1	754469272397.0	4.832999999999999	4.414587555121319	11.458
1	1008919247595.0	6.023499999999999	-6.44776272239117	10.8494
1	677139263093.0	4.4762	-6.971112662203738	10.4486
