2006-4-14	1118.607
2006-4-17	1124.414
2006-4-18	1131.281
2006-4-19	1138.241
2006-4-20	1134.381
2006-4-21	1149.158
2006-4-24	1142.698
2006-4-25	1141.93
2006-4-26	1155.726
2006-4-27	1155.268
2006-4-28	1172.347
2006-5-8	1218.445
2006-5-9	1251.611
2006-5-10	1265.933
2006-5-11	1255.035
2006-5-12	1296.257
2006-5-15	1352.155
2006-5-16	1331.127
2006-5-17	1335.523
2006-5-18	1331.201
2006-5-19	1366.097
2006-5-22	1373.674
2006-5-23	1317.654
2006-5-24	1308.242
2006-5-25	1307.697
2006-5-26	1331.02
2006-5-29	1366.292
2006-5-30	1378.756
2006-5-31	1365.451
2006-6-1	1402.879
2006-6-2	1390.116
2006-6-5	1403.163
2006-6-6	1399.142
2006-6-7	1320.233
2006-6-8	1325.979
2006-6-9	1294.185
2006-6-12	1297.67
2006-6-13	1298.276
2006-6-14	1283.88
2006-6-15	1285.385
2006-6-16	1318.01
2006-6-19	1334.893
2006-6-20	1338.223
2006-6-21	1333.532
2006-6-22	1331.553
2006-6-23	1339.446
2006-6-26	1363.413
2006-6-27	1363.896
2006-6-28	1362.885
2006-6-29	1395.124
2006-6-30	1393.963
2006-7-3	1420.328
2006-7-4	1411.013
2006-7-5	1393.009
2006-7-6	1418.675
2006-7-7	1410.429
2006-7-10	1412.124
2006-7-11	1418.575
2006-7-12	1419.199
2006-7-13	1346.088
2006-7-14	1357.129
2006-7-17	1372.254
2006-7-18	1373.416
2006-7-19	1336.644
2006-7-20	1345.194
2006-7-21	1356.033
2006-7-24	1358.122
2006-7-25	1374.17
2006-7-26	1371.295
2006-7-27	1355.545
2006-7-28	1341.393
2006-7-31	1294.328
2006-8-1	1282.057
2006-8-2	1275.088
2006-8-3	1271.744
2006-8-4	1241.908
2006-8-7	1224.102
2006-8-8	1252.386
2006-8-9	1251.298
2006-8-10	1271.473
2006-8-11	1275.654
2006-8-14	1245.721
2006-8-15	1265.863
2006-8-16	1283.567
2006-8-17	1271.627
2006-8-18	1267.866
2006-8-21	1270.562
2006-8-22	1285.268
2006-8-23	1285.68
2006-8-24	1292.401
2006-8-25	1295.437
2006-8-28	1325.894
2006-8-29	1330.155
2006-8-30	1334.671
2006-8-31	1338.694
2006-9-1	1318.099
2006-9-4	1337.243
2006-9-5	1340.682
2006-9-6	1346.367
2006-9-7	1328.377
2006-9-8	1332.153
2006-9-11	1338.755
2006-9-12	1347.639
2006-9-13	1338.386
2006-9-14	1338.278
2006-9-15	1362.322
2006-9-18	1375.563
2006-9-19	1378.309
2006-9-20	1378.459
2006-9-21	1387.37
2006-9-22	1374.852
2006-9-25	1372.399
2006-9-26	1357.646
2006-9-27	1371.117
2006-9-28	1387.002
2006-9-29	1403.265
2006-10-9	1436.074
2006-10-10	1437.245
2006-10-11	1435.906
2006-10-12	1426.5
2006-10-13	1430.882
2006-10-16	1418.517
2006-10-17	1414.448
2006-10-18	1437.593
2006-10-19	1439.377
2006-10-20	1440.182
2006-10-23	1408.715
2006-10-24	1440.054
2006-10-25	1446.825
2006-10-26	1456.095
2006-10-27	1439.05
2006-10-30	1446.239
2006-10-31	1464.473
2006-11-1	1479.409
2006-11-2	1479.656
2006-11-3	1488.291
2006-11-6	1507.891
2006-11-7	1516.104
2006-11-8	1498.173
2006-11-9	1524.714
2006-11-10	1504.062
2006-11-13	1475.779
2006-11-14	1493.776
2006-11-15	1534.762
2006-11-16	1533.288
2006-11-17	1562.084
2006-11-20	1593.158
2006-11-21	1612.249
2006-11-22	1624.028
2006-11-23	1634.914
2006-11-24	1636.58
2006-11-27	1651.801
2006-11-28	1644.014
2006-11-29	1667.142
2006-11-30	1714.358
2006-12-1	1729.224
2006-12-4	1780.736
2006-12-5	1794.231
2006-12-6	1779.411
2006-12-7	1775.714
2006-12-8	1711.584
2006-12-11	1789.924
2006-12-12	1802.788
2006-12-13	1803.856
2006-12-14	1836.143
2006-12-15	1867.636
2006-12-18	1916.108
2006-12-19	1921.444
2006-12-20	1936.547
2006-12-21	1908.985
2006-12-22	1895.644
2006-12-25	1939.104
2006-12-26	1938.238
2006-12-27	1982.877
2006-12-28	1979.933
2006-12-29	2041.047
2007-1-4	2067.092
2007-1-5	2072.883
2007-1-8	2131.556
2007-1-9	2200.086
2007-1-10	2255.966
2007-1-11	2231.629
2007-1-12	2173.747
2007-1-15	2287.342
2007-1-16	2353.874
2007-1-17	2308.931
2007-1-18	2317.095
2007-1-19	2396.093
2007-1-22	2491.313
2007-1-23	2508.13
