2	194034267606.0	29.3324	9.328702876492635	15.1606	1.8327159881591797	8.274332350544453	27222475848.0099	870542475189.96	0.0312707037552301	3.50685556	89.07
2	206882931823.0	30.213499999999996	4.300032587260061	15.7539	1.9023185968399048	8.289289410417034	27222475848.0099	870542475189.96	0.0312707037552301	3.50685556	89.66
2	222194705371.0	31.382800000000003	0.7671342152496097	15.6896	1.8358449935913086	8.547191384206839	27222475848.0099	870542475189.96	0.0312707037552301	3.50685556	89.77
2	393465158770.0	50.64840000000001	10.485369733707284	18.1189	1.9248849153518677	9.194459564113815	24573896281.6799	914114821187.37	0.0268827238243005	3.50685556	89.17
2	598372305302.0	68.2226	16.471573689359897	20.0841	2.151501417160034	9.350501232761207	24573896281.6799	914114821187.37	0.0268827238243005	3.50685556	87.24
2	460787563328.0	53.1218	2.088101294004696	20.3174	2.199850082397461	9.259306978337111	24573896281.6799	914114821187.37	0.0268827238243005	3.50685556	88.56
1	384091953091.0	40.195299999999996	-7.147607217695162	20.3354	2.1299939155578613	9.566107840277454	37359710588.69	929303399692.78	0.0402018443072959	3.50685556	88.67
1	246394446404.0	26.4412	3.42772465711938	19.9865	2.127629041671753	9.410201320652364	37359710588.69	929303399692.78	0.0402018443072959	3.50685556	88.55
2	312988020664.0	33.3475	4.823432390075721	21.1012	2.2503437995910645	9.389754822365035	37359710588.69	929303399692.78	0.0402018443072959	3.50685556	89.3
2	321847441261.0	33.6945	4.361827594930379	19.6822	2.1946821212768555	8.96813918796015	43319297189.88	989902227883.809	0.0437611876907146	3.50685556	90.09
2	632367050506.0	59.092200000000005	17.06313465663074	24.576	2.5809872150421143	9.521953508608654	43319297189.88	989902227883.809	0.0437611876907146	4.81128955090909	89.45
2	891822460110.0	73.78930000000001	19.056054803022484	32.3179	3.3613364696502686	9.614607886091445	43319297189.88	989902227883.809	0.0437611876907146	3.04613844521739	88.97
2	1460245520150.0	96.82070000000003	16.86820538674514	36.2548	3.799450635910034	9.542124080802703	45980273591.54	1097627031246.28	0.0418906170152647	2.500263086	90.32
2	937196956513.0	56.539100000000005	6.675624178574502	36.5397	3.8792057037353516	9.419389415292693	45980273591.54	1097627031246.28	0.0418906170152647	3.78976661411764	90.63
2	1567569995008.0	87.5291	9.322317986018081	37.1005	4.182559013366699	8.963262908737448	45980273591.54	1097627031246.28	0.0418906170152647	2.59307140363636	90.12
2	2442695212304.0	103.53319999999998	27.92901965069896	35.6375	4.585202217102051	7.772289672089856	53386756497.65	1132852935747.51	0.0471259373684042	3.96079581913043	89.57
2	2831754027886.0	95.72340000000001	10.3757570512228	40.1193	4.982213020324707	8.052499230029923	53386756497.65	1132852935747.51	0.0471259373684042	3.04473427555555	90.14
2	2746710794172.0	86.40419999999997	-4.171995991804389	37.1895	4.770196914672852	7.967164569402833	53386756497.65	1132852935747.51	0.0471259373684042	3.38985127047619	90.92
2	1706562756813.0	53.10739999999999	18.50349541109404	44.0946	5.586114406585693	7.893607909427721	61644558426.84	1179739360670.26	0.0522526928251479	3.62220554909091	90.58
2	2952233897287.0	78.01960000000001	18.747606804879368	42.9394	6.386550426483154	6.723405646904966	61644558426.84	1179739360670.26	0.0522526928251479	3.19944662608695	90.65
2	2378712273551.0	56.252	5.361714676353491	46.0654	6.732966423034668	6.84176590259499	61644558426.84	1179739360670.26	0.0522526928251479	4.73378901454545	90.37
0	1953999411150.0	41.24379999999999	1.9303639093443792	47.7878	7.068262577056885	6.760891711727161	60196744980.63	1299121776661.69	0.0463364913605832	4.57308488888888	89.4
1	1391214782010.0	27.996100000000006	-16.72018652227819	40.5327	6.3022589683532715	6.431456340209559	60196744980.63	1299121776661.69	0.0463364913605832	3.34823602181818	88.9
0	1423017659535.0	28.1704	12.683454749939195	43.4061	6.728013515472412	6.451481526814205	60196744980.63	1299121776661.69	0.0463364913605832	3.18604145714285	90.11
1	2416082162101.0	42.560300000000005	-13.447677386421642	36.1669	5.512461185455322	6.56092966470478	54102675129.3499	1400853855813.66	0.0386212129872216	3.31673408727272	90.93
0	1011895642018.0	18.478	1.1719545554595978	35.5131	5.420897483825684	6.551144105359695	54102675129.3499	1400853855813.66	0.0386212129872216	3.77771932222222	91.41
0	1358896775750.0	26.195300000000003	-18.911339059374697	27.0952	4.25449800491333	6.368602637271053	54102675129.3499	1400853855813.66	0.0386212129872216	3.48638060571428	90.38
0	1484353274960.0	31.186899999999998	4.447636610183792	27.5079	4.411685943603516	6.2352254264386335	54343712868.61	1452000568495.07	0.0374267848427458	4.25	91.21
0	1415899900333.0	27.154699999999995	-8.784504835545492	25.3889	4.1004133224487305	6.191787366019358	54343712868.61	1452000568495.07	0.0374267848427458	4.13	92.58
0	848355269873.0	19.8744	-22.692775237931727	20.2653	3.364673376083374	6.022970759958769	54343712868.61	1452000568495.07	0.0374267848427458	4.47549999999999	93.97
0	1170271061140.0	27.4379	0.47965143872150673	20.4449	3.365226984024048	6.075351484276948	59705454401.8999	1474400063339.57	0.0404947448704421	4.48695652173913	94.2
0	587820804122.0	15.384899999999998	-14.742924772120459	17.1843	2.873164176940918	5.955143024717441	59705454401.8999	1474400063339.57	0.0404947448704421	4.21904761904761	96.48
0	660686701467.0	18.9117	-6.1875114983860335	16.2906	2.736560821533203	5.952928950490191	59705454401.8999	1474400063339.57	0.0404947448704421	3.94473684210526	99.12
0	645104807747.0	19.725	-25.850519932413917	12.5119	1.9865145683288574	6.298423220419091	43012413471.1899	1520144166392.66	0.028294956769304	3.565	103.76
